3.137887880000000109e+02 3.150700679999999920e+02 3.124324340000000007e+02 3.136886900000000082e+02 3.136886900000000082e+02 3.908400000000000000e+06
3.139039000000000215e+02 3.142342220000000452e+02 3.110810850000000300e+02 3.123073120000000245e+02 3.123073120000000245e+02 6.003300000000000000e+06
3.132432560000000308e+02 3.132432560000000308e+02 3.034834900000000175e+02 3.044344479999999749e+02 3.044344479999999749e+02 7.949400000000000000e+06
3.050050049999999828e+02 3.053052979999999934e+02 2.966216129999999680e+02 2.973473510000000033e+02 2.973473510000000033e+02 1.281570000000000000e+07
2.962962950000000433e+02 3.019269409999999993e+02 2.948498539999999934e+02 3.013113099999999918e+02 3.013113099999999918e+02 9.439100000000000000e+06
3.025325320000000033e+02 3.025325320000000033e+02 2.973173220000000470e+02 3.008558649999999943e+02 3.008558649999999943e+02 1.441130000000000000e+07
2.991241150000000175e+02 2.993793950000000450e+02 2.942942810000000122e+02 2.955355220000000145e+02 2.955355220000000145e+02 9.696800000000000000e+06
2.885335390000000189e+02 2.944844970000000330e+02 2.872372439999999756e+02 2.938388370000000123e+02 2.938388370000000123e+02 1.298020000000000000e+07
2.922422490000000153e+02 2.973974000000000046e+02 2.916966859999999997e+02 2.952202149999999961e+02 2.952202149999999961e+02 8.471700000000000000e+06
2.969669799999999782e+02 2.970770870000000059e+02 2.893092960000000176e+02 2.902902829999999881e+02 2.902902829999999881e+02 1.085810000000000000e+07
2.908908999999999878e+02 2.955054930000000013e+02 2.884334410000000162e+02 2.941040950000000294e+02 2.941040950000000294e+02 8.624700000000000000e+06
2.932832950000000096e+02 2.932832950000000096e+02 2.879329220000000191e+02 2.904954830000000356e+02 2.904954830000000356e+02 6.494800000000000000e+06
2.920120239999999967e+02 2.937037049999999567e+02 2.864114069999999970e+02 2.917817689999999970e+02 2.917817689999999970e+02 1.260270000000000000e+07
2.825325320000000033e+02 2.855855710000000158e+02 2.676976930000000152e+02 2.752802730000000224e+02 2.752802730000000224e+02 1.358710000000000000e+07
2.735685730000000149e+02 2.752152100000000132e+02 2.680230099999999993e+02 2.702702639999999974e+02 2.702702639999999974e+02 8.830900000000000000e+06
2.692542419999999765e+02 2.750750729999999749e+02 2.684134220000000255e+02 2.714814759999999865e+02 2.714814759999999865e+02 8.702200000000000000e+06
2.709059139999999957e+02 2.740990909999999872e+02 2.679229129999999941e+02 2.713213200000000143e+02 2.713213200000000143e+02 7.920800000000000000e+06
2.725175169999999980e+02 2.737737730000000056e+02 2.655655520000000251e+02 2.674124150000000100e+02 2.674124150000000100e+02 6.451700000000000000e+06
2.695145259999999894e+02 2.707657779999999548e+02 2.630680540000000178e+02 2.652352290000000039e+02 2.652352290000000039e+02 8.272700000000000000e+06
2.675675659999999993e+02 2.681731869999999844e+02 2.654154049999999643e+02 2.667767640000000142e+02 2.667767640000000142e+02 4.497000000000000000e+06
2.677477420000000166e+02 2.677477420000000166e+02 2.640690609999999765e+02 2.658258359999999811e+02 2.658258359999999811e+02 8.184200000000000000e+06
2.645996089999999867e+02 2.713213200000000143e+02 2.643793950000000450e+02 2.706806950000000143e+02 2.706806950000000143e+02 5.992200000000000000e+06
2.687687680000000228e+02 2.692692569999999819e+02 2.630430299999999875e+02 2.636536560000000122e+02 2.636536560000000122e+02 6.748600000000000000e+06
2.644644779999999855e+02 2.670170289999999795e+02 2.614914860000000090e+02 2.659109189999999785e+02 2.659109189999999785e+02 6.305600000000000000e+06
2.665165099999999825e+02 2.712712710000000129e+02 2.660310359999999719e+02 2.670020140000000310e+02 2.670020140000000310e+02 5.383200000000000000e+06
2.700400390000000357e+02 2.710360410000000115e+02 2.678027950000000033e+02 2.684884950000000003e+02 2.684884950000000003e+02 5.633500000000000000e+06
2.673023069999999848e+02 2.691641539999999964e+02 2.641091000000000122e+02 2.674924930000000245e+02 2.674924930000000245e+02 5.343600000000000000e+06
2.669269409999999993e+02 2.705155029999999670e+02 2.650150150000000053e+02 2.684684750000000122e+02 2.684684750000000122e+02 4.815100000000000000e+06
2.667517399999999839e+02 2.688438419999999951e+02 2.655155029999999670e+02 2.668268130000000156e+02 2.668268130000000156e+02 4.554800000000000000e+06
2.687037049999999567e+02 2.723373410000000376e+02 2.674174189999999953e+02 2.709209290000000010e+02 2.709209290000000010e+02 7.301400000000000000e+06
2.712712710000000129e+02 2.719719850000000179e+02 2.690740660000000162e+02 2.693743589999999699e+02 2.693743589999999699e+02 4.055300000000000000e+06
2.690390319999999633e+02 2.727777709999999729e+02 2.683383479999999963e+02 2.718818970000000377e+02 2.718818970000000377e+02 4.669100000000000000e+06
2.705355220000000145e+02 2.722872919999999795e+02 2.701201169999999934e+02 2.706506650000000036e+02 2.706506650000000036e+02 5.101000000000000000e+06
2.739489439999999831e+02 2.740240170000000148e+02 2.707707819999999970e+02 2.716716609999999719e+02 2.716716609999999719e+02 4.284900000000000000e+06
2.717717589999999745e+02 2.720870970000000284e+02 2.664114069999999970e+02 2.678027950000000033e+02 2.678027950000000033e+02 5.739400000000000000e+06
2.672572629999999663e+02 2.694895020000000159e+02 2.655205080000000066e+02 2.660010069999999587e+02 2.660010069999999587e+02 4.648500000000000000e+06
2.638238220000000069e+02 2.645095210000000066e+02 2.602602540000000317e+02 2.634784850000000347e+02 2.634784850000000347e+02 6.611700000000000000e+06
2.639739690000000110e+02 2.661411439999999970e+02 2.620020140000000310e+02 2.636636660000000347e+02 2.636636660000000347e+02 4.094500000000000000e+06
2.648648680000000013e+02 2.669119259999999940e+02 2.641341249999999832e+02 2.666116030000000023e+02 2.666116030000000023e+02 4.471300000000000000e+06
2.680079959999999915e+02 2.731030880000000138e+02 2.677727659999999901e+02 2.708008120000000076e+02 2.708008120000000076e+02 8.704800000000000000e+06
2.714514470000000301e+02 2.743343199999999911e+02 2.698948970000000145e+02 2.729329220000000191e+02 2.729329220000000191e+02 6.172600000000000000e+06
2.735235289999999964e+02 2.783433529999999791e+02 2.733733829999999898e+02 2.775725709999999822e+02 2.775725709999999822e+02 6.361200000000000000e+06
2.809559629999999970e+02 2.841191100000000347e+02 2.802302250000000186e+02 2.823873899999999821e+02 2.823873899999999821e+02 7.816500000000000000e+06
2.826726680000000442e+02 2.828728639999999928e+02 2.807857970000000023e+02 2.815215149999999653e+02 2.815215149999999653e+02 4.768000000000000000e+06
