1.001586038897556818e+00 1.005549589894543017e+00 1.005934542060475945e+00 9.994093920448093860e-01
1.006449804568997131e+00 1.012905840593721463e+00 1.013686508411640652e+00 1.004859266158769415e+00
1.008049990643260729e+00 1.007056854412240465e+00 1.011386162662780697e+00 1.003979829202804597e+00
1.008772639582453001e+00 1.011738213147511001e+00 1.011815759913257784e+00 1.007657525827093670e+00
1.009753423505507008e+00 1.014820118836208040e+00 1.018010421486561512e+00 1.009753423505507008e+00
1.026187025703963362e+00 1.025313980799413827e+00 1.026187025703963362e+00 1.020875894126961780e+00
1.014153968135125039e+00 1.016772135003158217e+00 1.019998125388080101e+00 1.014153968135125039e+00
1.025428097558441332e+00 1.026756521291513735e+00 1.028452081785724337e+00 1.021770375490116844e+00
1.036723642989477945e+00 1.030655343667218116e+00 1.039401060293267065e+00 1.030409477139735630e+00
1.040991008952655505e+00 1.045709266401083193e+00 1.047038217475177335e+00 1.040679361563058070e+00
1.047553933714255647e+00 1.048709771710530259e+00 1.053850372558173598e+00 1.043341862770495343e+00
1.054836838149153522e+00 1.059772649313581283e+00 1.060851543337459235e+00 1.054156295250848530e+00
1.074304248345469670e+00 1.074888754300105553e+00 1.078562842718320702e+00 1.072523380172735852e+00
1.082601222183529721e+00 1.080641546971067957e+00 1.084951968340782891e+00 1.080097635424757341e+00
1.069730413597584695e+00 1.080757749125748735e+00 1.080968139326643485e+00 1.067295222638662056e+00
1.086625626626509522e+00 1.075464804400531715e+00 1.087523756782196260e+00 1.075248963911598965e+00
1.080603613276617692e+00 1.077999101061487330e+00 1.081913785184281274e+00 1.076636082600622490e+00
1.075738104788036553e+00 1.071351201108270645e+00 1.076511253726350592e+00 1.068701273071684499e+00
1.061053081220773242e+00 1.060726412751215708e+00 1.063556809327195429e+00 1.057652946599905164e+00
1.057177350933751203e+00 1.055124826121631720e+00 1.057511578117087403e+00 1.049792520244628102e+00
1.063715640386837080e+00 1.059452790437635850e+00 1.065081559800433508e+00 1.058343967043390510e+00
1.058165320287120625e+00 1.057457590206619003e+00 1.060377138769821315e+00 1.055405196678684820e+00
1.045589476143246044e+00 1.041239411049246444e+00 1.050844763825125483e+00 1.041262821069437905e+00
1.047867524712886800e+00 1.045904549732278976e+00 1.049988526173529113e+00 1.044201271601026715e+00
1.032447409035378572e+00 1.032091613768065352e+00 1.034539572466006474e+00 1.029041288722319258e+00
1.026035248441189873e+00 1.024929950057881456e+00 1.029892147480597986e+00 1.023029865534225369e+00
1.021841087044521812e+00 1.026261487679712925e+00 1.026376360670359311e+00 1.019357218663487163e+00
1.029068710570881784e+00 1.021128456730468592e+00 1.032410735346859010e+00 1.021535411942417149e+00
1.024255895098585167e+00 1.033935039707444270e+00 1.034700336687101707e+00 1.020983008522382107e+00
1.036418675389233712e+00 1.035655174880673268e+00 1.041214060222220850e+00 1.034624818312210870e+00
1.036654963802243534e+00 1.042880710584816129e+00 1.045242926982488108e+00 1.036654963802243534e+00
1.039723026656228289e+00 1.047380360395385068e+00 1.047599346803393505e+00 1.038063877426895099e+00
1.050922960799420158e+00 1.049395974838892132e+00 1.051109479522288392e+00 1.046479918569722667e+00
1.052290561896510601e+00 1.048958141536100008e+00 1.054067156765606361e+00 1.047332598959590300e+00
1.051712718952091841e+00 1.054878965721055994e+00 1.056917462535765351e+00 1.047413368091094421e+00
1.063796721295433123e+00 1.064509177941844520e+00 1.067078430139680068e+00 1.062836308584961698e+00
1.059796810945566214e+00 1.061178459356496795e+00 1.062871329260302700e+00 1.058112167611009680e+00
1.061368376825499560e+00 1.045632730113310371e+00 1.061368376825499560e+00 1.044958420948682853e+00
1.051461673712564826e+00 1.050638486327688526e+00 1.056403349989155416e+00 1.049762163921708957e+00
1.051235760433080202e+00 1.051614813665780801e+00 1.055661772773341944e+00 1.049774876015840741e+00
1.051806981190844148e+00 1.054474897187260618e+00 1.056327064822183415e+00 1.048831283937627701e+00
1.050306595318712288e+00 1.047946204922631575e+00 1.050306595318712288e+00 1.044184048849225555e+00
1.056664082214044509e+00 1.051366364622759120e+00 1.058055480374030077e+00 1.049355035488433785e+00
1.055016208744280704e+00 1.051941253401457388e+00 1.056599450414083652e+00 1.049467300671377945e+00
1.061422444819026145e+00 1.073342970527819906e+00 1.074870573932982909e+00 1.060547412162417658e+00
1.071987599194382357e+00 1.063538404853743735e+00 1.072570928930641543e+00 1.062481452223384082e+00
1.062817124255833523e+00 1.066283474102180495e+00 1.066642106003261814e+00 1.059332510938704175e+00
1.064447267337195413e+00 1.072706652217253032e+00 1.073887500174239618e+00 1.062350412309769787e+00
1.071840547469947280e+00 1.080309969478885801e+00 1.080867523219093407e+00 1.071198201761383251e+00
1.057973825678433899e+00 1.055783579104681902e+00 1.058654813087134938e+00 1.052768758877592692e+00
1.051628994402614037e+00 1.052900488615767349e+00 1.054943658188689293e+00 1.051358723123282601e+00
1.058494546967721384e+00 1.062623905686111980e+00 1.065274675939520188e+00 1.057251338516417727e+00
1.067492200845691297e+00 1.068232235802828667e+00 1.071233475948225378e+00 1.065567905506372703e+00
1.072153602623597823e+00 1.069946217581385861e+00 1.073813650775412354e+00 1.069298004553445924e+00
1.066237554961328771e+00 1.071450946971286955e+00 1.072208438611545356e+00 1.062116386386316336e+00
1.068240905787522843e+00 1.066575651532188251e+00 1.070108793948964854e+00 1.064092264439241875e+00
1.066258231708409943e+00 1.075239780335346840e+00 1.075525571862065322e+00 1.065847825304189644e+00
1.076334412254097206e+00 1.067952842498874011e+00 1.076365766037083338e+00 1.063214096314429424e+00
1.068835153992173881e+00 1.070577451402195290e+00 1.073301566745233249e+00 1.065816474784518686e+00
1.074098513198507465e+00 1.075252069176691139e+00 1.078855401269009917e+00 1.069368292099559969e+00
1.074116005406680063e+00 1.072245595286740905e+00 1.074606901297721073e+00 1.069129602184026862e+00
1.059255839988804793e+00 1.061528890009872717e+00 1.064097366782389198e+00 1.058444916817036008e+00
1.064824928392499759e+00 1.079638020334266368e+00 1.079726999229712048e+00 1.063327315509307036e+00
1.087148762651326317e+00 1.078006213943426994e+00 1.087464413154051623e+00 1.077972439870516386e+00
1.087189803702409918e+00 1.088609957580641385e+00 1.093211545194652023e+00 1.086003221274418618e+00
1.090634742867643947e+00 1.091125614432748803e+00 1.094036036009868429e+00 1.088486218890463819e+00
1.088002004914058629e+00 1.092442907216206294e+00 1.095026191845882568e+00 1.087668961649506993e+00
1.078609324794291835e+00 1.074947418949462108e+00 1.079375259682415988e+00 1.070523813980496897e+00
1.074738982577446267e+00 1.081320827878967661e+00 1.082831890887241411e+00 1.073869932969578445e+00
1.081248126164009893e+00 1.077142653890888147e+00 1.081669027584281073e+00 1.076608307103952722e+00
1.081623762305648162e+00 1.078096552476966119e+00 1.087902580995641744e+00 1.077760531239809749e+00
1.081131823880991716e+00 1.077175048446191719e+00 1.081284260853029089e+00 1.075922392014765361e+00
1.072457049727658429e+00 1.073152758155118569e+00 1.075399667182759700e+00 1.069164038724268018e+00
1.093055974097761007e+00 1.095772480229028734e+00 1.098306930545901894e+00 1.090628426258662520e+00
1.093214256477300417e+00 1.096262610058129638e+00 1.102209717330062455e+00 1.092867625899087924e+00
1.097308216145598037e+00 1.092326215326576477e+00 1.098683048155515429e+00 1.088084847132516630e+00
1.095599341634531321e+00 1.099961058389598678e+00 1.100083391663740917e+00 1.090380352623423477e+00
1.105886995284121044e+00 1.103839818491752389e+00 1.106139637345099791e+00 1.101147009265889487e+00
1.101746843169977952e+00 1.101331118732511438e+00 1.107886952538530423e+00 1.098643169626075444e+00
1.109005865473825514e+00 1.105925793266657076e+00 1.109349756356167394e+00 1.104313919175221592e+00
1.094142689219166575e+00 1.096188840543023346e+00 1.095849715550331505e+00 1.091560864873598158e+00
1.091940025697363259e+00 1.100978084385601186e+00 1.101948692665575935e+00 1.091275695492837317e+00
1.095496404318651473e+00 1.083724633225564338e+00 1.095496404318651473e+00 1.083436621853158144e+00
1.093326851776706965e+00 1.095869860876142132e+00 1.097624343727347629e+00 1.090146028254209254e+00
1.109066682933821379e+00 1.112514798440429775e+00 1.112550212331496313e+00 1.104611938615577715e+00
1.109529240000835637e+00 1.108984832309851454e+00 1.114816325612068226e+00 1.108236963408559594e+00
1.113976116435130281e+00 1.121157600067192117e+00 1.122148899803911970e+00 1.111524396400895176e+00
1.129659987742690275e+00 1.132568389621643856e+00 1.132647066350560783e+00 1.126597781760763750e+00
1.121441130552554455e+00 1.121264678123461422e+00 1.127276604631225254e+00 1.120337690649038986e+00
1.125877952401747706e+00 1.117358866296513487e+00 1.130138218357447544e+00 1.117248914837554175e+00
1.120154230852891342e+00 1.116792022947133978e+00 1.120571135902210580e+00 1.115664876909555625e+00
1.098806173463716007e+00 1.101323034790197219e+00 1.105454224371162475e+00 1.098806173463716007e+00
1.107944329539794381e+00 1.102211517688116871e+00 1.110867649580083105e+00 1.102245310405532974e+00
1.099717459979128842e+00 1.094002891657393395e+00 1.100052415840273801e+00 1.093687647422986187e+00
1.084611620163008494e+00 1.083039795949269468e+00 1.086588783512720813e+00 1.082289827044512709e+00
1.083134007722601710e+00 1.073846518650314774e+00 1.083575055528670950e+00 1.073827230686424716e+00
1.072971175669136468e+00 1.066395889653390716e+00 1.073172993716529522e+00 1.064459090105352779e+00
1.068241382986300669e+00 1.064707147199370540e+00 1.069169229876788973e+00 1.063567779943435099e+00
1.070315049829077880e+00 1.066450533362942377e+00 1.071144898954139890e+00 1.064923491034628356e+00
1.064760866991628863e+00 1.059132150777806425e+00 1.065314643983818366e+00 1.056611222635229552e+00
1.060117482430531277e+00 1.054822336359306112e+00 1.064233319388877996e+00 1.054234771901038981e+00
1.045861612606754365e+00 1.049764748268533276e+00 1.050486362583984423e+00 1.045427964644391139e+00
1.048397595047859898e+00 1.054264545970234668e+00 1.056480544319654769e+00 1.045894137418252878e+00
1.056055839595393619e+00 1.050628953214810979e+00 1.057052154337543071e+00 1.050354035072158077e+00
1.046513844710356134e+00 1.056037420606984023e+00 1.058757306393633524e+00 1.046513844710356134e+00
1.063899355375872879e+00 1.064330849813971636e+00 1.069735092967499579e+00 1.062502649607318883e+00
1.063228728218744479e+00 1.061604991608250392e+00 1.064142926525145860e+00 1.057474563216205254e+00
1.066723622459877285e+00 1.060344098738152718e+00 1.068444403268258514e+00 1.060131965824327560e+00
1.062080114291480415e+00 1.066017065155469901e+00 1.066794904129435784e+00 1.061343813948308901e+00
1.061468766009350695e+00 1.063378234182253301e+00 1.064292206945874453e+00 1.060027926739906645e+00
1.062478439537320796e+00 1.065422450442333968e+00 1.067850574448776069e+00 1.061636094972526978e+00
1.071322900817670343e+00 1.070067700690200185e+00 1.072147994234874169e+00 1.065546548461675735e+00
1.053770890017328377e+00 1.054241002583696352e+00 1.054695939690180939e+00 1.049477489982607148e+00
1.038025027387957211e+00 1.039874077833217836e+00 1.041571288169371279e+00 1.032204957890207053e+00
1.056396938341380487e+00 1.062829116363346316e+00 1.063584957162957201e+00 1.053749354107641478e+00
1.072667832833514634e+00 1.068779006023549583e+00 1.072667832833514634e+00 1.066474370879650913e+00
1.059837918530846634e+00 1.061973848824431021e+00 1.068677634093860407e+00 1.059783687017651133e+00
1.060803986109057018e+00 1.056010478679409337e+00 1.060803986109057018e+00 1.052020839976500977e+00
1.068049315223911444e+00 1.077129104206854260e+00 1.077799445223393882e+00 1.066247737142660190e+00
1.076077344449234863e+00 1.071073563420832153e+00 1.076285951669357921e+00 1.070321620655903638e+00
1.080023868426918554e+00 1.072449929617383058e+00 1.080171482639829206e+00 1.071557199714440189e+00
1.052617121987210691e+00 1.058082089494995159e+00 1.060461301920555099e+00 1.052182259119453622e+00
1.066438372634208154e+00 1.065990866468536913e+00 1.070182572184644076e+00 1.064325320549193821e+00
1.061371683109013198e+00 1.067995058215273740e+00 1.070866670290201439e+00 1.060388868639153603e+00
1.065858521678255677e+00 1.063783312456364927e+00 1.067733810096278324e+00 1.061957860016851329e+00
1.075312881475498195e+00 1.070257928172105633e+00 1.076904619599501345e+00 1.070779298723935069e+00
1.084720740907142433e+00 1.090139905845045609e+00 1.090891159533977861e+00 1.084448906705691051e+00
1.084371484556279963e+00 1.077584866266528829e+00 1.085660885494283967e+00 1.077317758735553133e+00
1.087900797821095056e+00 1.076192226933918139e+00 1.088821052418242674e+00 1.076550755520063074e+00
1.076863297758867688e+00 1.077474238232783099e+00 1.079082116506857592e+00 1.072350914494929475e+00
1.072671164505099251e+00 1.077644600630158545e+00 1.080552814088869829e+00 1.071319232644895925e+00
1.073425356020909271e+00 1.078908452449397704e+00 1.079277268562607084e+00 1.071842023693659662e+00
1.086481647074318602e+00 1.085037558286370274e+00 1.090796292319853533e+00 1.081800960199693185e+00
1.086987685396411329e+00 1.080708361455432254e+00 1.088716581636245850e+00 1.080882902887019270e+00
1.065719554558542947e+00 1.062670867087717852e+00 1.066360756412001454e+00 1.061080319173034470e+00
1.068613712462591403e+00 1.071206273076441562e+00 1.071650073212118359e+00 1.066272181054272572e+00
1.070622123141734328e+00 1.063999051050432021e+00 1.073330053769892212e+00 1.062933610311350030e+00
1.060200794926843271e+00 1.061672550904686263e+00 1.064022192941964651e+00 1.059836161722288006e+00
1.065709912265222048e+00 1.057623576832723788e+00 1.065709912265222048e+00 1.057427060137957175e+00
1.043957647374830433e+00 1.049409291902322572e+00 1.053690535158102293e+00 1.043383404163559014e+00
1.044358609909972646e+00 1.046971653169773031e+00 1.046699953391391213e+00 1.042601689057715220e+00
1.046280672634106290e+00 1.049333625658386726e+00 1.049824770469008239e+00 1.044384723896687017e+00
1.053188317446403621e+00 1.055168000341573098e+00 1.055568404807231797e+00 1.050235580298984450e+00
1.069150029157092785e+00 1.067499175519783128e+00 1.071200119319464905e+00 1.066830697536656603e+00
1.070620950342551003e+00 1.075121623200640419e+00 1.078510429880108035e+00 1.070184768817815879e+00
1.077238951860835847e+00 1.078916980361134703e+00 1.080592112967088569e+00 1.076773016777905267e+00
