3.048999999999999844e+01 3.064285699999999935e+01 3.033999999999999986e+01 3.057285699999999906e+01 2.740653200000000211e+01 1.234324000000000000e+08
3.065714299999999781e+01 3.079857100000000258e+01 3.046428499999999673e+01 3.062571300000000107e+01 2.745391500000000207e+01 1.504762000000000000e+08
3.062571300000000107e+01 3.074714299999999767e+01 3.010714300000000065e+01 3.013857100000000244e+01 2.701722299999999777e+01 1.380400000000000000e+08
3.025000000000000000e+01 3.028571500000000327e+01 2.986428599999999989e+01 3.008285700000000062e+01 2.696727800000000386e+01 1.192828000000000000e+08
3.004285600000000045e+01 3.028571500000000327e+01 2.986571500000000157e+01 3.028285800000000094e+01 2.714656599999999642e+01 1.119027000000000000e+08
3.039999999999999858e+01 3.042857199999999551e+01 2.977857199999999693e+01 3.001571500000000370e+01 2.690709299999999971e+01 1.155574000000000000e+08
2.988428499999999843e+01 2.996714199999999906e+01 2.948857100000000386e+01 2.967428599999999861e+01 2.660102299999999786e+01 1.486149000000000000e+08
2.969571500000000341e+01 3.013285600000000031e+01 2.915714299999999781e+01 3.009285700000000219e+01 2.697624400000000122e+01 1.514730000000000000e+08
3.001571500000000370e+01 3.006571399999999983e+01 2.986000100000000046e+01 2.991857100000000358e+01 2.682000700000000037e+01 1.082235000000000000e+08
3.013285600000000031e+01 3.022857100000000230e+01 2.941000000000000014e+01 2.941857100000000358e+01 2.637179199999999923e+01 1.485169000000000000e+08
2.976142899999999614e+01 3.074142800000000264e+01 2.960571500000000356e+01 3.071999899999999784e+01 2.753843300000000127e+01 1.825019000000000000e+08
3.070142899999999742e+01 3.079285600000000045e+01 2.992857199999999551e+01 3.024714299999999767e+01 2.711455499999999930e+01 1.530382000000000000e+08
3.029714199999999735e+01 3.047285700000000119e+01 2.960142899999999955e+01 2.972428499999999829e+01 2.664584199999999825e+01 1.520386000000000000e+08
2.954000100000000018e+01 2.964285699999999935e+01 2.816571400000000125e+01 2.825000000000000000e+01 2.532424400000000020e+01 2.204419000000000000e+08
2.892999999999999972e+01 2.924285700000000077e+01 2.859857199999999722e+01 2.901000000000000156e+01 2.600554100000000091e+01 2.664249000000000000e+08
2.942142899999999628e+01 3.053000100000000216e+01 2.894000100000000231e+01 2.942000000000000171e+01 2.637307199999999696e+01 4.667775000000000000e+08
2.954999899999999968e+01 3.008285700000000062e+01 2.850428599999999690e+01 2.969714400000000154e+01 2.662151699999999721e+01 4.306421000000000000e+08
2.927571500000000171e+01 2.935714300000000065e+01 2.838571400000000011e+01 2.846999899999999784e+01 2.552146099999999862e+01 2.933756000000000000e+08
2.872571399999999997e+01 2.888571400000000011e+01 2.717857199999999551e+01 2.743714299999999895e+01 2.459557300000000168e+01 3.114881000000000000e+08
2.748142800000000108e+01 2.800000000000000000e+01 2.732857100000000372e+01 2.781857100000000216e+01 2.493749599999999944e+01 1.874691000000000000e+08
2.798714299999999966e+01 2.804571299999999923e+01 2.762571300000000107e+01 2.798000000000000043e+01 2.508221099999999737e+01 1.745856000000000000e+08
2.788142800000000321e+01 2.860000000000000142e+01 2.777428600000000003e+01 2.846142800000000150e+01 2.551377499999999898e+01 1.538320000000000000e+08
2.810428599999999832e+01 2.833857199999999565e+01 2.736714399999999969e+01 2.743571500000000185e+01 2.459429400000000143e+01 1.894130000000000000e+08
